street_id,u,v,length,oneway,u_lat,u_lon,v_lat,v_lon
475913480,423793654,4695924448,60.471,no,35.76957702636719,51.457454681396484,35.76972579956055,51.456809997558594
36337127,423832806,4695924448,4.058,yes,35.76976013183594,51.456825256347656,35.76972579956055,51.456809997558594
36333154,4429680696,423832803,90.267,yes,35.770267486572266,51.458045959472656,35.770931243896484,51.458621978759766
36337112,423832802,423832803,131.808,yes,35.77021026611328,51.459781646728516,35.770931243896484,51.458621978759766
445561293,4429680696,4429680697,43.058,yes,35.770267486572266,51.458045959472656,35.77050018310547,51.457664489746094
1073270184,4429680699,4429680697,95.4,no,35.77131271362305,51.458003997802734,35.77050018310547,51.457664489746094
36333154,423832803,423832797,105.476,yes,35.770931243896484,51.458621978759766,35.771705627441406,51.45929718017578
36337111,423832798,423832797,148.107,yes,35.772518157958984,51.4579963684082,35.771705627441406,51.45929718017578
36337112,423832803,4429680699,70.055,yes,35.770931243896484,51.458621978759766,35.77131271362305,51.458003997802734
36333154,423832797,4429680701,113.056,yes,35.771705627441406,51.45929718017578,35.77253723144531,51.460018157958984
445561295,4429680702,4429680701,131.807,yes,35.77181625366211,51.461177825927734,35.77253723144531,51.460018157958984
36333154,4429680701,423793653,102.751,yes,35.77253723144531,51.460018157958984,35.773292541503906,51.46067428588867
475913441,4429684145,423793653,145.056,yes,35.7740592956543,51.459373474121094,35.773292541503906,51.46067428588867
445561295,4429680701,4429680700,142.888,yes,35.77253723144531,51.460018157958984,35.77329635620117,51.458740234375
36337127,423832808,4429680700,44.2,yes,35.773616790771484,51.45903015136719,35.77329635620117,51.458740234375
36333156,423816409,4695667391,31.521,yes,35.765892028808594,51.450870513916016,35.76615524291992,51.45100021362305
543861448,423816409,5258869797,73.446,yes,35.765892028808594,51.450870513916016,35.7662467956543,51.4501838684082
36333156,4695667391,4695666779,72.069,yes,35.76615524291992,51.45100021362305,35.76675796508789,51.4512939453125
475882510,4695666780,4695666779,67.619,no,35.7669792175293,51.45059585571289,35.76675796508789,51.4512939453125
475882514,4695667391,4695667390,35.251,no,35.76615524291992,51.45100021362305,35.766029357910156,51.451358795166016
36333156,4695666779,4695667389,11.777,yes,35.76675796508789,51.4512939453125,35.7668571472168,51.45133972167969
36333156,4695667389,4379726016,54.705,yes,35.7668571472168,51.45133972167969,35.76731872558594,51.4515495300293
440249246,4695667393,4379726016,104.158,yes,35.76698684692383,51.45262908935547,35.76731872558594,51.4515495300293
475882513,4695667389,4695666788,66.066,no,35.7668571472168,51.45133972167969,35.7666130065918,51.45200729370117
36333156,4379726016,4379726017,30.754,yes,35.76731872558594,51.4515495300293,35.767578125,51.45166778564453
475882509,4695666786,4379726017,65.113,yes,35.76777648925781,51.45098876953125,35.767578125,51.45166778564453
36333156,4379726017,806589535,34.933,yes,35.767578125,51.45166778564453,35.76787185668945,51.451805114746094
36333156,806589535,4695666782,56.018,yes,35.76787185668945,51.451805114746094,35.76834487915039,51.45201873779297
475882511,4695666783,4695666782,64.321,no,35.76853942871094,51.45134735107422,35.76834487915039,51.45201873779297
66689849,806589535,806589358,104.936,yes,35.76787185668945,51.451805114746094,35.76752853393555,51.45288848876953
542354595,4695818010,806589358,39.509,yes,35.767860412597656,51.45304489135742,35.76752853393555,51.45288848876953
36333156,4695666782,423816032,94.49,yes,35.76834487915039,51.45201873779297,35.769142150878906,51.4523811340332
36335908,4695666787,423816032,64.438,yes,35.76934814453125,51.45171356201172,35.769142150878906,51.4523811340332
36333156,423816032,2813223401,99.582,yes,35.769142150878906,51.4523811340332,35.769981384277344,51.45276641845703
36335908,423816032,2860485036,54.868,yes,35.769142150878906,51.4523811340332,35.76896667480469,51.45294952392578
475917050,2860485037,2860485036,206.728,yes,35.77070617675781,51.453758239746094,35.76896667480469,51.45294952392578
36333156,2813223401,5289254243,107.579,yes,35.769981384277344,51.45276641845703,35.77088928222656,51.45317840576172
542354596,423793659,5289254243,4.465,yes,35.7708740234375,51.453224182128906,35.77088928222656,51.45317840576172
276735886,2813223401,2860485034,63.348,no,35.769981384277344,51.45276641845703,35.77017593383789,51.45210647583008
36333156,5289254243,4695968787,54.824,yes,35.77088928222656,51.45317840576172,35.7713508605957,51.453392028808594
542354596,5289254243,2860485035,62.999,yes,35.77088928222656,51.45317840576172,35.77109146118164,51.4525260925293
282114428,2860485034,2860485035,108.613,no,35.77017593383789,51.45210647583008,35.77109146118164,51.4525260925293
36333156,4695968787,9033986795,39.785,yes,35.7713508605957,51.453392028808594,35.77168655395508,51.45354461669922
475917051,4695968787,9033986794,34.139,no,35.7713508605957,51.453392028808594,35.771244049072266,51.4537467956543
36333156,9033986795,4695968785,1.831,yes,35.77168655395508,51.45354461669922,35.77170181274414,51.45355224609375
36333156,4695968785,4695969089,42.013,yes,35.77170181274414,51.45355224609375,35.772056579589844,51.453712463378906
475917049,4695968785,4695968784,123.936,no,35.77170181274414,51.45355224609375,35.7720947265625,51.452266693115234
36333156,4695969089,4695969090,45.673,yes,35.772056579589844,51.453712463378906,35.77244186401367,51.453887939453125
475917052,4695969089,4695968788,42.896,no,35.772056579589844,51.453712463378906,35.771907806396484,51.45415115356445
36333156,4695969090,4695975727,38.472,yes,35.77244186401367,51.453887939453125,35.77276611328125,51.454036712646484
36333156,4695975727,4695975725,51.561,yes,35.77276611328125,51.454036712646484,35.77320098876953,51.4542350769043
475917839,4695975727,4695975726,128.999,no,35.77276611328125,51.454036712646484,35.7732048034668,51.45271301269531
475917838,4695975725,4695975724,125.655,no,35.77320098876953,51.4542350769043,35.77363586425781,51.45294952392578
36333156,4695969094,423793660,92.261,yes,35.77341842651367,51.4543342590332,35.77419662475586,51.454689025878906
432691035,4316456841,423793660,189.113,yes,35.774845123291016,51.45275115966797,35.77419662475586,51.454689025878906
36333156,423793660,4316456838,14.004,yes,35.77419662475586,51.454689025878906,35.774314880371094,51.454742431640625
36333156,4316456838,4316456840,47.901,yes,35.774314880371094,51.454742431640625,35.77471923828125,51.454925537109375
432691036,4316456838,4695969092,83.493,yes,35.774314880371094,51.454742431640625,35.77406692504883,51.45561599731445
475917837,4316456840,7009847469,146.698,yes,35.77471923828125,51.454925537109375,35.77520751953125,51.45341491699219
36333156,4316456845,4695969100,52.476,yes,35.77518844604492,51.455142974853516,35.775630950927734,51.455345153808594
475917836,4695975721,4695969100,72.076,no,35.7758674621582,51.4546012878418,35.775630950927734,51.455345153808594
36333156,4695969100,4695975715,93.176,yes,35.775630950927734,51.455345153808594,35.77641677856445,51.45570373535156
475917057,4695969100,4695969102,109.928,yes,35.775630950927734,51.455345153808594,35.775291442871094,51.45648956298828
1037994044,4695969104,4695969102,71.851,yes,35.77589797973633,51.456764221191406,35.775291442871094,51.45648956298828
36333156,4695975715,4316456855,13.089,yes,35.77641677856445,51.45570373535156,35.776527404785156,51.455753326416016
432691032,4316456854,4316456855,109.867,yes,35.776206970214844,51.456905364990234,35.776527404785156,51.455753326416016
475917832,4695975715,4695975714,117.677,no,35.77641677856445,51.45570373535156,35.77680587768555,51.454490661621094
36333156,4316456855,4316456857,39.785,yes,35.776527404785156,51.455753326416016,35.77686309814453,51.45590591430664
36333156,4316456857,4695978676,31.271,yes,35.77686309814453,51.45590591430664,35.77712631225586,51.45602798461914
475918104,4695978677,4695978676,58.837,no,35.77732849121094,51.45542526245117,35.77712631225586,51.45602798461914
432691031,4316456857,4695975712,59.998,yes,35.77686309814453,51.45590591430664,35.77704620361328,51.45528030395508
36333156,4695978676,423793661,98.812,yes,35.77712631225586,51.45602798461914,35.77797317504883,51.45635986328125
160115928,4695975713,423793661,52.437,yes,35.77811813354492,51.455806732177734,35.77797317504883,51.45635986328125
36333156,423793661,4698544216,87.905,yes,35.77797317504883,51.45635986328125,35.7786979675293,51.456748962402344
476225790,4698544217,4698544216,29.069,no,35.77878189086914,51.456443786621094,35.7786979675293,51.456748962402344
160115930,423793661,4695969098,57.217,no,35.77797317504883,51.45635986328125,35.77781295776367,51.45696258544922
36333156,4698544216,4698557165,23.156,yes,35.7786979675293,51.456748962402344,35.778892517089844,51.45684051513672
36333156,4698557165,1721683043,13.089,yes,35.778892517089844,51.45684051513672,35.77900314331055,51.45689010620117
160093637,1721683047,1721683043,142.916,yes,35.77945327758789,51.455406188964844,35.77900314331055,51.45689010620117
476227755,4698557165,4698557164,36.545,no,35.778892517089844,51.45684051513672,35.77878189086914,51.45722198486328
36333156,1721683043,4698557167,27.094,yes,35.77900314331055,51.45689010620117,35.779232025146484,51.456993103027344
36333156,4698557167,4698546824,64.77,yes,35.779232025146484,51.456993103027344,35.77977752685547,51.457244873046875
476227756,4698557167,4698557166,48.524,no,35.779232025146484,51.456993103027344,35.77908706665039,51.45750045776367
476226715,4698546824,4698546823,87.909,no,35.77977752685547,51.457244873046875,35.77950668334961,51.458160400390625
36335732,4450610059,4698344869,66.468,yes,35.77180480957031,51.44065475463867,35.771976470947266,51.44136047363281
476195450,7288879561,4698344869,88.673,no,35.77271270751953,51.440982818603516,35.771976470947266,51.44136047363281
448001277,4450610059,4450610060,56.632,no,35.77180480957031,51.44065475463867,35.772274017333984,51.44041061401367
36335732,4698344869,7152200398,33.79,yes,35.771976470947266,51.44136047363281,35.772064208984375,51.44171905517578
36335732,7152200398,4695866630,60.377,yes,35.772064208984375,51.44171905517578,35.772220611572266,51.442359924316406
36335732,4695866630,423816741,8.315,yes,35.772220611572266,51.442359924316406,35.77224349975586,51.442447662353516
475906712,4695866630,9766894901,9.946,no,35.772220611572266,51.442359924316406,35.77213668823242,51.44239807128906
36335732,423816741,3405484875,3.545,yes,35.77224349975586,51.442447662353516,35.77225112915039,51.44248580932617
36335732,3405484875,423813731,69.143,yes,35.77225112915039,51.44248580932617,35.77243423461914,51.44321823120117
36335856,4696009400,423813731,112.95,no,35.771480560302734,51.44364929199219,35.77243423461914,51.44321823120117
482440315,987522525,423813731,90.68,yes,35.772090911865234,51.444129943847656,35.77243423461914,51.44321823120117
36335851,1721683023,7009844821,0.915,yes,35.775455474853516,51.45302963256836,35.775447845458984,51.453025817871094
36335851,7009844821,7009847467,0.915,yes,35.775447845458984,51.453025817871094,35.77544021606445,51.45302200317383
36335851,7009847467,423815686,12.175,yes,35.77544021606445,51.45302200317383,35.77533721923828,51.45297622680664
475919024,423816022,423815686,229.133,yes,35.776039123535156,51.45058822631836,35.77533721923828,51.45297622680664
36335851,423815686,4316456841,58.364,yes,35.77533721923828,51.45297622680664,35.774845123291016,51.45275115966797
36335851,4316456841,423816014,26.179,yes,35.774845123291016,51.45275115966797,35.77462387084961,51.45265197753906
475919023,423816016,423816014,228.38,yes,35.77531433105469,51.45026779174805,35.77462387084961,51.45265197753906
36335851,423816014,423816010,91.744,yes,35.77462387084961,51.45265197753906,35.77384948730469,51.452301025390625
36335851,423816010,423816008,109.807,yes,35.77384948730469,51.452301025390625,35.77292251586914,51.451881408691406
160115933,1721875823,423816008,211.847,no,35.77358627319336,51.44968032836914,35.77292251586914,51.451881408691406
36335903,423816010,423815690,227.633,yes,35.77384948730469,51.452301025390625,35.77452850341797,51.449920654296875
160115947,423816007,423815690,86.137,yes,35.773799896240234,51.4495964050293,35.77452850341797,51.449920654296875
36335851,423816008,4695975729,59.28,yes,35.77292251586914,51.451881408691406,35.772422790527344,51.45165252685547
36335851,4695975729,423816003,43.327,yes,35.772422790527344,51.45165252685547,35.772056579589844,51.45148849487305
475917841,4695975730,423816003,65.402,no,35.7718505859375,51.45216751098633,35.772056579589844,51.45148849487305
475917840,4695975729,4695975728,55.187,no,35.772422790527344,51.45165252685547,35.772247314453125,51.45222473144531
36335851,423816003,1864300686,66.481,yes,35.772056579589844,51.45148849487305,35.7714958190918,51.45123291015625
542354596,2860485035,1864300686,125.034,yes,35.77109146118164,51.4525260925293,35.7714958190918,51.45123291015625
36335901,423816003,1762129807,227.272,yes,35.772056579589844,51.45148849487305,35.772743225097656,51.44911575317383
36335852,423815689,1762129807,91.744,yes,35.771968841552734,51.44876480102539,35.772743225097656,51.44911575317383
36335851,1864300686,2861503344,22.638,yes,35.7714958190918,51.45123291015625,35.771305084228516,51.45114517211914
36335851,2861503344,423813735,4.973,yes,35.771305084228516,51.45114517211914,35.771263122558594,51.45112609863281
628273186,423815689,423813735,227.026,yes,35.771968841552734,51.44876480102539,35.771263122558594,51.45112609863281
282202136,2861503344,2861503345,56.29,no,35.771305084228516,51.45114517211914,35.7711181640625,51.451725006103516
36335851,423813735,2861503340,56.933,yes,35.771263122558594,51.45112609863281,35.770782470703125,51.45090866088867
36335851,2861503340,423816026,35.21,yes,35.770782470703125,51.45090866088867,35.770484924316406,51.450775146484375
282202133,2861503340,2861503341,38.112,no,35.770782470703125,51.45090866088867,35.77065658569336,51.45130157470703
36335851,423816026,2861503342,26.696,yes,35.770484924316406,51.450775146484375,35.770259857177734,51.4506721496582
407946009,423816026,1762129803,227.0,yes,35.770484924316406,51.450775146484375,35.77119827270508,51.44841766357422
36335852,423816031,1762129803,86.373,yes,35.770469665527344,51.44808578491211,35.77119827270508,51.44841766357422
36335851,2861503342,423815684,61.508,yes,35.770259857177734,51.4506721496582,35.76974105834961,51.450435638427734
36335908,423816031,423815684,226.957,yes,35.770469665527344,51.44808578491211,35.76974105834961,51.450435638427734
282202135,2861503342,2861503343,44.178,no,35.770259857177734,51.4506721496582,35.770103454589844,51.45112228393555
36335851,423815684,423816034,84.942,yes,35.76974105834961,51.450435638427734,35.76902389526367,51.450111389160156
36335908,423815684,4695666787,123.296,yes,35.76974105834961,51.450435638427734,35.76934814453125,51.45171356201172
475882512,4695666783,4695666787,95.803,no,35.76853942871094,51.45134735107422,35.76934814453125,51.45171356201172
36335851,423816034,423816037,72.767,yes,35.76902389526367,51.450111389160156,35.768409729003906,51.449832916259766
36335910,1762129790,423816037,92.461,yes,35.768680572509766,51.4488639831543,35.768409729003906,51.449832916259766
475908389,4695882307,423816037,28.068,no,35.76831817626953,51.45012283325195,35.768409729003906,51.449832916259766
1111537734,423816034,423815688,226.127,yes,35.76902389526367,51.450111389160156,35.76971435546875,51.44775390625
36335851,423816037,4379726018,29.839,yes,35.768409729003906,51.449832916259766,35.768157958984375,51.4497184753418
36335851,4379726018,423816039,37.04,yes,35.768157958984375,51.4497184753418,35.767845153808594,51.44957733154297
440249248,4379726018,4695666786,122.207,no,35.768157958984375,51.4497184753418,35.76777648925781,51.45098876953125
475882512,8390414204,4695666786,68.013,no,35.767208099365234,51.45071029663086,35.76777648925781,51.45098876953125
36335851,423816039,4695666772,65.566,yes,35.767845153808594,51.44957733154297,35.76729202270508,51.44932556152344
756335279,4695666773,4695666772,91.414,yes,35.767578125,51.4483757019043,35.76729202270508,51.44932556152344
1042569268,423816039,1762129779,92.462,yes,35.767845153808594,51.44957733154297,35.76811599731445,51.4486083984375
164595094,4695666773,1762129779,63.387,yes,35.767578125,51.4483757019043,35.76811599731445,51.4486083984375
36335851,4695666772,4695666777,38.87,yes,35.76729202270508,51.44932556152344,35.766963958740234,51.44917678833008
36335851,4695666777,423816408,17.148,yes,35.766963958740234,51.44917678833008,35.76681900024414,51.44911193847656
543861448,4752577815,423816408,21.48,yes,35.7667121887207,51.449310302734375,35.76681900024414,51.44911193847656
475882508,4695666777,4695666776,23.964,no,35.766963958740234,51.44917678833008,35.76689529418945,51.44942855834961
36335852,1762129786,1762129788,40.7,yes,35.768165588378906,51.447044372558594,35.76850891113281,51.447200775146484
36335911,1762129779,1762129788,134.304,yes,35.76811599731445,51.4486083984375,35.76850891113281,51.447200775146484
36335855,1762129786,423815687,7.778,no,35.768165588378906,51.447044372558594,35.76822280883789,51.44699478149414
36335852,1762129788,1762129792,69.506,yes,35.76850891113281,51.447200775146484,35.76909637451172,51.44746398925781
1163797297,423815702,1762129792,120.297,yes,35.76947021484375,51.44621276855469,35.76909637451172,51.44746398925781
36335852,1762129792,1762129796,73.284,yes,35.76909637451172,51.44746398925781,35.76971435546875,51.44774627685547
